NIS;Provincia;Tipo;Departamento;Dirección;Nombre normalizado;IPv4;Anotaciones;
CORR1;C;Server;PUESTO DE CORRECCIÓN;AV SAN JUAN 1349;C1000ZAAW0107;10.30.136.224;;
CORR3;C;Server;PUESTO DE CORRECCIÓN 2;AV SAN JUAN 1349;C1000ZAAW0108;10.30.136.225;;
I0011;C;Server;TELEG CIRCULARES 1 S.T.S.;AV SAN JUAN 1349;C1000ZAAW0201;10.30.136.68;;
I0110;C;Server;TELEG CIRCULARES 2 S.T.S.;AV SAN JUAN 1349;C1000ZAAW0235;10.30.136.229;;
I0210;C;Server;TELEG SUPERVISION STS - OPT;AV SAN JUAN 1349;C1000ZAAU0214;10.30.136.230;;
I0210;C;Impresora;TELEG SUPERVISION STS - OPT;AV SAN JUAN 1349;No aplica;10.30.136.236;;
I1004;B;Server;TELEG BS AS - VILLA ADELINA;PARANÁ 6001;I1004STM001;10.245.91.170;;
I1004;B;Impresora;TELEG BS AS - VILLA ADELINA;PARANÁ 6001;No aplica;10.245.91.171;;
I1007;B;Server;TELEG BS AS - DON TORCUATO;AV ANGEL T DE ALVEAR 1656;I1007STM001;10.245.123.170;;
I1007;B;Impresora;TELEG BS AS - DON TORCUATO;AV ANGEL T DE ALVEAR 1656;No aplica;10.245.123.171;;
I1012;B;Server;TELEG BS AS - GENERAL PACHECO;YRIGOYEN HIPOLITO 214;B1617FRPU0001;10.245.96.170;;
I1012;B;Impresora;TELEG BS AS - GENERAL PACHECO;YRIGOYEN HIPOLITO 214;No aplica;10.245.96.171;;
I1017;B;Server;TELEG BS AS - ESCOBAR;RIVADAVIA 302;I1017STM001;10.26.58.170;;
I1017;B;Impresora;TELEG BS AS - ESCOBAR;RIVADAVIA 302;No aplica;10.26.58.171;;
I1019;B;Server;TELEG BS AS - PILAR CDD;AV PTE J D PERON 1294;B1629ZAAU0001;10.26.37.170;;
I1019;B;Impresora;TELEG BS AS - PILAR CDD;AV PTE J D PERON 1294;No aplica;10.26.37.171;Sin conexión;
I1024;B;Server;TELEG BS AS - VICENTE LOPEZ CDD;PELLIZA 3780;I1024STM001;10.246.130.170;;
I1024;B;Impresora;TELEG BS AS - VICENTE LOPEZ CDD;PELLIZA 3780;No aplica;10.246.130.171;;
I1029;B;Server;TELEG BS AS - SAN ISIDRO CDD;ALSINA 98;B1642ZABU0001;10.138.66.170;;
I1029;B;Impresora;TELEG BS AS - SAN ISIDRO CDD;ALSINA 98;No aplica;10.138.66.171;;
I1032;B;Server;TELEG BS AS - SAN FERNANDO CDD;AV PTE J D PERON 724;B1646ZAAU0001;10.245.137.170;;
I1034;B;Server;TELEG BS AS - SAN MARTIN;INTE A M CAMPOS 1951;I1034STM001;10.246.80.170;;
I1034;B;Impresora;TELEG BS AS - SAN MARTIN;INTE A M CAMPOS 1951;No aplica;10.246.80.171;;
I1042;B;Server;TELEG BS AS - SAN MIGUEL;MANUEL BELGRANO 801;B1663NMBU0001;10.245.87.170;;
I1045;B;Server;TELEG BS AS - JOSE C. PAZ;ROQUE SAENZ PEÑA 5009;I1045STM001;10.245.168.170;;
I1047;B;Server;TELEG BS AS - MANUEL ALBERTI;AV PTE H YRIGOYEN 823;I1047STM001;10.245.174.170;;
I1056;B;Server;TELEG BS AS - EL PALOMAR;MECANICO ROSETTI 736;B1685GTBU0001;10.245.97.170;;
I1056;B;Impresora;TELEG BS AS - EL PALOMAR;MECANICO ROSETTI 736;No aplica;10.245.97.171;Sin conexión;
I1057;B;Server;TELEG BS AS - HURLINGHAM CDD;AV GDOR V VERGARA 3443;I1057STM001;10.245.135.170;;
I1064;B;Server;TELEG BS AS - RAMOS MEJIA;AV RIVADAVIA 14178;I1064STM001;10.245.65.170;;
I1064;B;Impresora;TELEG BS AS - RAMOS MEJIA;AV RIVADAVIA 14178;No aplica;10.245.65.172;;
I1066;B;Server;TELEG BS AS - ITUZAINGO;GRAL FELIX DE OLAZABAL 728;B1714ZAAW0001;10.245.111.170;;
I1066;B;Impresora;TELEG BS AS - ITUZAINGO;GRAL FELIX DE OLAZABAL 728;No aplica;10.245.111.171;;
I1070;B;Server;TELEG BS AS - MERLO;AV DEL LIBERTADOR 556;I1070STM001;10.245.75.170;;
I1070;B;Impresora;TELEG BS AS - MERLO;AV DEL LIBERTADOR 556;No aplica;10.245.75.171;;
I1076;B;Server;TELEG BS AS - MORENO;GRAHAM BELL 2200;B1744ZAAU0001;10.246.162.170;;
I1079;B;Server;TELEG BS AS - GENERAL RODRIGUEZ;AV DEL LIB G SAN MARTIN 233;I1079STM001;10.26.59.170;;
I1079;B;Impresora;TELEG BS AS - GENERAL RODRIGUEZ;AV DEL LIB G SAN MARTIN 233;No aplica;10.26.59.171;;
I1081;B;Server;TELEG BS AS - SAN JUSTO;ALMAFUERTE 3171;I1081STM001;10.245.93.170;;
I1081;B;Impresora;TELEG BS AS - SAN JUSTO;ALMAFUERTE 3171;No aplica;10.245.93.171;;
I1084;B;Server;TELEG BS AS - GREGORIO DE LAFERRERE;CNEL MONTT 3951;B1757CLCU0002;10.245.199.170;;
I1084;B;Impresora;TELEG BS AS - GREGORIO DE LAFERRERE;CNEL MONTT 3951;No aplica;10.245.199.171;Sin conexión;
I1090;B;Server;TELEG BS AS - TAPIALES;HUMAITA 1156;B1770ANFU0001;10.246.138.170;Se muda a CDP Mercado Central;
I1090;B;Impresora;TELEG BS AS - TAPIALES;HUMAITA 1156;No aplica;10.246.138.171;Se muda a CDP Mercado Central;
I1100;B;Server;TELEG BS AS - EZEIZA;FRENCH 198;B1804ZABU0001;10.245.105.170;;
I1100;B;Impresora;TELEG BS AS - EZEIZA;FRENCH 198;No aplica;10.245.105.171;;
I1107;B;Server;TELEG LANUS CDD;VELEZ SARSFIELD 1371;I1107STM001;10.245.114.170;;
I1107;B;Impresora;TELEG LANUS CDD;VELEZ SARSFIELD 1371;No aplica;10.245.114.171;;
I1116;B;Server;TELEG BS AS - LOMAS DE ZAMORA;DR A ALSINA 1953;B1832ZAAU0001;10.245.182.170;;
I1116;B;Impresora;TELEG BS AS - LOMAS DE ZAMORA;DR A ALSINA 1953;No aplica;10.245.182.171;;
I1118;B;Server;TELEG BS AS - TEMPERLEY CDD;AV PTE H YRIGOYEN 9720;B1834ZAAU0001;10.246.77.170;;
I1123;B;Server;TELEG BS AS - MONTE GRANDE;VICENTE LOPEZ 448;B1842ZABU0001;10.245.64.170;;
I1123;B;Impresora;TELEG BS AS - MONTE GRANDE;VICENTE LOPEZ 448;No aplica;10.245.64.171;;
I1124;B;Server;TELEG - ALMIRANTE BROWN;ALMTE. FRANCISCO SEGUI 880;B1846ZAAu0001;10.245.220.170;;
I1124;B;Impresora;TELEG - ALMIRANTE BROWN;ALMTE. FRANCISCO SEGUI 880;No aplica;10.245.220.171;;
I1130;B;Server;TELEG BS AS - CLAYPOLE;R ESCALADA SAN MARTIN 723;I1130STM001;10.245.94.170;;
I1130;B;Impresora;TELEG BS AS - CLAYPOLE;R ESCALADA SAN MARTIN 723;No aplica;10.245.94.171;;
I1132;B;Server;TELEG BS AS - LONGCHAMPS;DR MANUEL BELGRANO 1453;I1132STM001;10.245.102.170;;
I1132;B;Impresora;TELEG BS AS - LONGCHAMPS;DR MANUEL BELGRANO 1453;No aplica;10.245.102.171;Sin conexión;
I1137;B;Server;TELEG BS AS - AVELLANEDA;AV DR MANUEL BELGRANO 390;I1137STM001;10.245.83.170;;
I1137;B;Impresora;TELEG BS AS - AVELLANEDA;AV DR MANUEL BELGRANO 390;No aplica;10.245.83.172;;
I1148;B;Server;TELEG BS AS - QUILMES CDD;MARTIN RODRIGUEZ 199 / GALPON 15;I1148STM001;10.246.146.170;;
I1152;B;Server;TELEG BS AS - BERAZATEGUI;AV 14 4457;B1880ZAAU0001;10.245.69.170;;
I1152;B;Impresora;TELEG BS AS - BERAZATEGUI;AV 14 4457;No aplica;10.245.69.171;;
I1155;B;Server;TELEG BS AS - FLORENCIO VARELA;AV GRAL SAN MARTIN 3041;I1155STM001;10.245.116.170;;
I1155;B;Impresora;TELEG BS AS - FLORENCIO VARELA;AV GRAL SAN MARTIN 3041;No aplica;10.245.116.171;;
I1161;B;Server;TELEG LA PLATA;AV 51 456;B1902ZAAU0009;10.20.66.172;;
I1161;B;Impresora;TELEG LA PLATA;AV 51 456;No aplica;10.20.66.94;;
I1164;B;Server;TELEG LA PLATA - CDD 1;AV 44 2231;I1164STM001;10.20.68.170;;
I1164;B;Impresora;TELEG LA PLATA - CDD 1;AV 44 2231;No aplica;10.20.68.171;;
I1165;B;Server;TELEG LA PLATA - CDD 2;CALLE 28 2667;I1165STM001;10.20.69.170;;
I1165;B;Impresora;TELEG LA PLATA - CDD 2;CALLE 28 2667;No aplica;10.20.69.150;;
I1179;B;Server;TELEG BS AS - BERISSO;DOMINGO LEVERATO 4480;I1179STM001;10.20.71.170;;
I1180;B;Server;TELEG BS AS - ENSENADA;SAN MARTIN 925;I1180STM001;10.20.72.101;;
I1180;B;Impresora;TELEG BS AS - ENSENADA;SAN MARTIN 925;No aplica;10.20.72.171;;
I1186;B;Server;TELEG BS AS - PERGAMINO;MERCED 173;I1186STM001;10.26.64.170;;
I1186;B;Impresora;TELEG BS AS - PERGAMINO;MERCED 173;No aplica;10.26.64.171;;
I1198;B;Server;TELEG BS AS - ZARATE;FELIX PAGOLA 35;I1198STM001;10.26.66.170;;
I1198;B;Impresora;TELEG BS AS - ZARATE;FELIX PAGOLA 35;No aplica;10.26.66.171;;
I1201;B;Server;TELEG BS AS - SAN NICOLAS;DE LA NACION 175;I1201STM001;10.26.36.170;;
I1201;B;Impresora;TELEG BS AS - SAN NICOLAS;DE LA NACION 175;No aplica;10.26.36.171;;
I1217;B;Server;TELEG BS AS - JUNIN CDD;AV RIVADAVIA 5;I1217STM001;10.26.8.170;;
I1217;B;Impresora;TELEG BS AS - JUNIN CDD;AV RIVADAVIA 5;No aplica;10.26.8.180;;
I1237;B;Server;TELEG BS AS - GENERAL VILLEGAS;GRAL SAN MARTIN 453;I1237STM001;10.26.23.170;;
I1237;B;Impresora;TELEG BS AS - GENERAL VILLEGAS;GRAL SAN MARTIN 453;No aplica;10.26.23.171;;
I1254;B;Server;TELEG BS AS - PEHUAJO;RIVAROLA 345;I1254STM001;10.26.15.173;;
I1254;B;Impresora;TELEG BS AS - PEHUAJO;RIVAROLA 345;No aplica;10.26.15.180;;
